phase,eer,gender,minDCF,text,loop,word
eval,11.2,female,0.5273006802721095,0,1,0
eval,6.946666666666666,male,0.3804367346938775,0,1,0
eval,8.029931972789118,all,0.5054114285714285,0,1,0
eval,10.489795918367353,female,0.4859537414965979,3,1,3
eval,10.375,male,0.5011224489795919,3,1,3
eval,10.106666666666667,all,0.4955417687074837,3,1,3
eval,6.173333333333334,female,0.3986489795918359,6,1,6
eval,6.799319727891151,male,0.4239391156462589,6,1,6
eval,6.729333333333333,all,0.4198682993197273,6,1,6
eval,17.863945578231288,female,0.7061292517006812,1,1,1
eval,9.915,male,0.5946357142857137,1,1,1
eval,11.450666666666669,all,0.7755186394557826,1,1,1
eval,14.766666666666667,female,0.6592231292517009,5,1,5
eval,7.045,male,0.3813217687074828,5,1,5
eval,8.10068027210884,all,0.4764190476190473,5,1,5
eval,8.913333333333332,female,0.5196952380952374,9,1,9
eval,8.26190476190476,male,0.4947925170068017,9,1,9
eval,8.4952380952381,all,0.5166884353741497,9,1,9
eval,7.80952380952381,female,0.4392965986394554,2,1,2
eval,9.061666666666666,male,0.4885897959183684,2,1,2
eval,8.666666666666668,all,0.4747638095238088,2,1,2
eval,17.986394557823125,female,0.7989401360544216,4,1,4
eval,7.5,male,0.4020204081632661,4,1,4
eval,9.068,all,0.5453782312925174,4,1,4
eval,10.353741496598634,female,0.4689401360544224,7,1,7
eval,11.668333333333331,male,0.5193877551020409,7,1,7
eval,11.578666666666669,all,0.5428650340136063,7,1,7
eval,8.326530612244898,female,0.4543795918367356,8,1,8
eval,9.638333333333334,male,0.5251870748299323,8,1,8
eval,9.934693877551016,all,0.5448051700680265,8,1,8
eval,6.530612244897959,female,0.4896462585034015,9_9,2,9
eval,4.706666666666667,male,0.3276887755102043,9_9,2,9
eval,5.064,all,0.404293333333334,9_9,2,9
eval,2.4761904761904763,female,0.2195414965986398,6_6,2,6
eval,3.615646258503402,male,0.2511136054421764,6_6,2,6
eval,3.363265306122454,all,0.2403393197278915,6_6,2,6
eval,5.605442176870746,female,0.3122707482993192,7_7,2,7
eval,5.217687074829936,male,0.2696346938775508,7_7,2,7
eval,5.866666666666666,all,0.3168990476190485,7_7,2,7
eval,4.340136054421773,female,0.2479387755102048,3_3,2,3
eval,5.081666666666667,male,0.2576999999999994,3_3,2,3
eval,5.142857142857138,all,0.2651102040816332,3_3,2,3
eval,5.3533333333333335,female,0.274035374149659,8_8,2,8
eval,5.006802721088432,male,0.2983367346938773,8_8,2,8
eval,6.498666666666667,all,0.3921795918367352,8_8,2,8
eval,11.92,female,0.5853591836734703,1_1,2,1
eval,5.125850340136051,male,0.3472904761904757,1_1,2,1
eval,6.538775510204086,all,0.4707314285714288,1_1,2,1
eval,5.5,female,0.2628136054421772,2_2,2,2
eval,5.476666666666667,male,0.3199370748299311,2_2,2,2
eval,5.842176870748295,all,0.3107526530612252,2_2,2,2
eval,14.925170068027215,female,0.7250054421768704,4_4,2,4
eval,3.78,male,0.2351510204081638,4_4,2,4
eval,6.786666666666667,all,0.5659006802721095,4_4,2,4
eval,8.36734693877551,female,0.3948734693877555,5_5,2,5
eval,3.4633333333333334,male,0.2292602040816336,5_5,2,5
eval,4.43265306122449,all,0.3053161904761903,5_5,2,5
eval,9.246666666666666,female,0.3840979591836725,0_0,2,0
eval,4.500000000000004,male,0.2980129251700675,0_0,2,0
eval,5.850340136054422,all,0.3700810884353742,0_0,2,0
eval,5.210884353741497,female,0.3004748299319723,9_9_9,3,9
eval,3.945578231292513,male,0.2769350340136048,9_9_9,3,9
eval,4.577333333333334,all,0.3027551020408164,9_9_9,3,9
eval,7.061224489795914,female,0.3520217687074836,0_0_0,3,0
eval,4.041666666666666,male,0.2203425170068021,0_0_0,3,0
eval,4.648,all,0.2562397278911574,0_0_0,3,0
eval,2.5733333333333333,female,0.1429496598639459,2_2_2,3,2
eval,4.213333333333334,male,0.2229251700680279,2_2_2,3,2
eval,4.089795918367345,all,0.2124019047619055,2_2_2,3,2
eval,1.633333333333333,female,0.0981741496598635,6_6_6,3,6
eval,2.685,male,0.1710282312925173,6_6_6,3,6
eval,2.7626666666666666,all,0.1672160544217685,6_6_6,3,6
eval,8.446666666666665,female,0.4716013605442182,1_1_1,3,1
eval,4.231292517006802,male,0.2239748299319719,1_1_1,3,1
eval,5.551020408163265,all,0.3874057142857136,1_1_1,3,1
eval,2.380952380952384,female,0.1381074829931981,3_3_3,3,3
eval,3.951666666666666,male,0.2079619047619052,3_3_3,3,3
eval,4.027210884353738,all,0.2042756462585043,3_3_3,3,3
eval,1.76,female,0.0834802721088431,7_7_7,3,7
eval,2.9251700680272164,male,0.1653884353741496,7_7_7,3,7
eval,3.2386666666666666,all,0.1570000000000007,7_7_7,3,7
eval,4.566666666666666,female,0.2606312925170069,5_5_5,3,5
eval,2.4,male,0.1722496598639451,5_5_5,3,5
eval,2.805442176870754,all,0.2005099319727887,5_5_5,3,5
eval,9.513333333333334,female,0.5576748299319727,4_4_4,3,4
eval,2.534013605442176,male,0.1315795918367345,4_4_4,3,4
eval,4.22,all,0.348449523809524,4_4_4,3,4
eval,2.340136054421771,female,0.14460544217687,8_8_8,3,8
eval,3.563333333333333,male,0.2078261904761898,8_8_8,3,8
eval,4.321088435374154,all,0.2252195918367339,8_8_8,3,8
eval,0.9533333333333333,female,0.0455401360544222,2_2_2_2,4,2
eval,2.1190476190476204,male,0.1172707482993206,2_2_2_2,4,2
