word,accuracy
6,0.9913271604938271
0,0.986604938271605
2,0.9864506172839506
7,0.9860802469135803
4,0.9830246913580246
8,0.9799074074074073
3,0.9757407407407407
5,0.9741049382716049
9,0.9708641975308642
1,0.9659876543209877
