word,accuracy
no,0.9617486338797815
down,0.9508196721311476
seven,0.9494535519125682
right,0.9357923497267758
yes,0.9289617486338798
eight,0.9241803278688524
zero,0.921448087431694
one,0.9180327868852459
nine,0.912568306010929
left,0.9050546448087432
on,0.9043715846994536
five,0.9016393442622951
four,0.9009562841530054
stop,0.8968579234972678
go,0.8941256830601093
six,0.8879781420765028
three,0.8784153005464481
off,0.8777322404371585
two,0.8674863387978142
up,0.8224043715846995
