phase,eer,gender,minDCF,text,loop,word
eval,7.25170068027211,female,0.4459129251700672,0,1,0
eval,5.5616666666666665,male,0.3707431972789125,0,1,0
eval,6.738666666666666,all,0.4476497959183683,0,1,0
eval,5.093333333333333,female,0.272439455782314,3,1,3
eval,8.03741496598639,male,0.3907663265306114,3,1,3
eval,7.745333333333333,all,0.3739189115646253,3,1,3
eval,4.193333333333333,female,0.2372571428571424,6,1,6
eval,4.966666666666667,male,0.3262942176870751,6,1,6
eval,5.102040816326525,all,0.3152835374149663,6,1,6
eval,8.559999999999999,female,0.3913972789115637,1,1,1
eval,7.175,male,0.4266802721088429,1,1,1
eval,7.722448979591833,all,0.4713224489795923,1,1,1
eval,8.766666666666667,female,0.4379551020408168,5,1,5
eval,5.353741496598641,male,0.302046938775511,5,1,5
eval,6.664000000000001,all,0.4396130612244889,5,1,5
eval,6.553333333333333,female,0.3348408163265295,9,1,9
eval,5.69387755102041,male,0.3777527210884353,9,1,9
eval,6.036,all,0.3800859863945578,9,1,9
eval,4.453333333333333,female,0.2285319727891162,2,1,2
eval,10.43,male,0.4736435374149656,2,1,2
eval,9.3687074829932,all,0.4178108843537413,2,1,2
eval,11.42,female,0.673478911564625,4,1,4
eval,6.921666666666666,male,0.3330931972789125,4,1,4
eval,7.570068027210885,all,0.4649219047619043,4,1,4
eval,4.149659863945576,female,0.2829469387755108,7,1,7
eval,6.714285714285717,male,0.3302346938775514,7,1,7
eval,7.281632653061221,all,0.3709344217687083,7,1,7
eval,4.993197278911565,female,0.2629387755102041,8,1,8
eval,6.5,male,0.3597649659863947,8,1,8
eval,6.717333333333333,all,0.3438457142857139,8,1,8
eval,1.0748299319727872,female,0.0750965986394556,9_9,2,9
eval,3.0616666666666665,male,0.2049710884353747,9_9,2,9
eval,3.128,all,0.1837776870748296,9_9,2,9
eval,1.5266666666666666,female,0.0662204081632657,6_6,2,6
eval,2.5983333333333336,male,0.1881928571428572,6_6,2,6
eval,2.566666666666667,all,0.1623512925170068,6_6,2,6
eval,3.0068027210884307,female,0.1282612244897963,7_7,2,7
eval,2.278911564625852,male,0.0985190476190474,7_7,2,7
eval,2.8946666666666667,all,0.1513444897959177,7_7,2,7
eval,1.17006802721088,female,0.0570299319727881,3_3,2,3
eval,3.118333333333333,male,0.1603996598639454,3_3,2,3
eval,3.058503401360546,all,0.1432862585034021,3_3,2,3
eval,1.0466666666666669,female,0.0669619047619037,8_8,2,8
eval,2.66,male,0.1437482993197279,8_8,2,8
eval,2.812,all,0.1662557823129262,8_8,2,8
eval,2.73469387755102,female,0.1748897959183682,1_1,2,1
eval,3.4166666666666665,male,0.2462952380952371,1_1,2,1
eval,4.097333333333333,all,0.2870892517006794,1_1,2,1
eval,2.625850340136049,female,0.1666789115646267,2_2,2,2
eval,4.1033333333333335,male,0.221956802721089,2_2,2,2
eval,3.7605442176870794,all,0.2060606802721088,2_2,2,2
eval,7.2266666666666675,female,0.3832666666666673,4_4,2,4
eval,2.136054421768707,male,0.1132853741496588,4_4,2,4
eval,3.3278911564625813,all,0.2395948299319723,4_4,2,4
eval,3.687074829931969,female,0.1381414965986396,5_5,2,5
eval,1.540816326530614,male,0.0876945578231292,5_5,2,5
eval,2.5061224489795864,all,0.1919564625850336,5_5,2,5
eval,1.3333333333333337,female,0.085891156462585,0_0,2,0
eval,2.5866666666666664,male,0.1916221088435367,0_0,2,0
eval,2.9293333333333336,all,0.1952125170068023,0_0,2,0
eval,0.7666666666666666,female,0.045131972789116,9_9_9,3,9
eval,1.6938775510204065,male,0.1258901360544222,9_9_9,3,9
eval,1.7061224489795968,all,0.1144579591836724,9_9_9,3,9
eval,0.1904761904761853,female,0.0134081632653054,0_0_0,3,0
eval,1.76,male,0.0923462585034014,0_0_0,3,0
eval,2.068027210884349,all,0.1080666666666661,0_0_0,3,0
eval,1.2933333333333332,female,0.0704707482993196,2_2_2,3,2
eval,1.3911564625850303,male,0.0822204081632643,2_2_2,3,2
eval,1.4506666666666663,all,0.0804533333333326,2_2_2,3,2
eval,0.1632653061224509,female,0.0195727891156454,6_6_6,3,6
eval,1.3027210884353768,male,0.0985527210884362,6_6_6,3,6
eval,1.056,all,0.0801594557823137,6_6_6,3,6
eval,2.013333333333333,female,0.1167714285714283,1_1_1,3,1
eval,1.6566666666666667,male,0.1235425170068033,1_1_1,3,1
eval,2.100680272108846,all,0.1545790476190467,1_1_1,3,1
eval,0.3466666666666667,female,0.0120993197278907,3_3_3,3,3
eval,0.6733333333333333,male,0.0526346938775508,3_3_3,3,3
eval,0.6733333333333333,all,0.0448318367346938,3_3_3,3,3
eval,0.6258503401360582,female,0.0380244897959193,7_7_7,3,7
eval,1.0699999999999998,male,0.065045918367346,7_7_7,3,7
eval,1.0746666666666669,all,0.071437823129251,7_7_7,3,7
eval,2.299319727891158,female,0.1129659863945578,5_5_5,3,5
eval,0.9016666666666666,male,0.0479761904761908,5_5_5,3,5
eval,1.5706666666666669,all,0.1131640816326521,5_5_5,3,5
eval,4.244897959183669,female,0.2590408163265306,4_4_4,3,4
eval,0.8877551020408214,male,0.0493061224489796,4_4_4,3,4
eval,1.7933333333333332,all,0.1561586394557819,4_4_4,3,4
eval,0.1904761904761853,female,0.0175224489795926,8_8_8,3,8
eval,1.261904761904764,male,0.0646931972789116,8_8_8,3,8
eval,1.145333333333333,all,0.0542522448979585,8_8_8,3,8
eval,0.2857142857142891,female,0.015082993197278,2_2_2_2,4,2
eval,0.3883333333333333,male,0.0256013605442167,2_2_2_2,4,2
eval,0.3573333333333333,all,0.0232228571428568,2_2_2_2,4,2
eval,0.4625850340136073,female,0.0210789115646254,9_9_9_9,4,9
eval,0.66,male,0.0513996598639454,9_9_9_9,4,9
eval,0.897959183673469,all,0.0581376870748295,9_9_9_9,4,9
eval,0.08,female,0.0034013605442176,7_7_7_7,4,7
eval,0.365,male,0.0317880952380957,7_7_7_7,4,7
eval,0.3426666666666667,all,0.0263537414965993,7_7_7_7,4,7
eval,0.0816326530612254,female,0.001360544217687,3_3_3_3,4,3
eval,0.6066666666666667,male,0.0362462585034019,3_3_3_3,4,3
eval,0.54,all,0.0302008163265301,3_3_3_3,4,3
eval,0.3,female,0.0100680272108843,0_0_0_0,4,0
eval,0.4761904761904745,male,0.02311156462585,0_0_0_0,4,0
eval,0.6066666666666667,all,0.0343717006802727,0_0_0_0,4,0
eval,0.6,female,0.0334408163265314,5_5_5_5,4,5
eval,0.1966666666666666,male,0.0121251700680269,5_5_5_5,4,5
eval,0.7129251700680239,all,0.0591668027210886,5_5_5_5,4,5
eval,0.0933333333333333,female,0.0110013605442168,6_6_6_6,4,6
eval,0.3843537414966014,male,0.0451619047619056,6_6_6_6,4,6
eval,0.3292517006802775,all,0.0381121088435379,6_6_6_6,4,6
eval,0.1933333333333333,female,0.0131877551020403,8_8_8_8,4,8
eval,0.6366666666666666,male,0.0377091836734688,8_8_8_8,4,8
eval,0.604081632653064,all,0.0320786394557822,8_8_8_8,4,8
eval,0.5933333333333333,female,0.0285197278911561,1_1_1_1,4,1
eval,0.9266666666666666,male,0.0726238095238104,1_1_1_1,4,1
eval,1.08571428571429,all,0.0717570068027217,1_1_1_1,4,1
eval,1.823129251700684,female,0.151055782312925,4_4_4_4,4,4
eval,0.52,male,0.0321636054421778,4_4_4_4,4,4
eval,0.8146666666666667,all,0.0811689795918373,4_4_4_4,4,4
eval,0.1632653061224509,female,0.0080693877551019,1_1_1_1_1,5,1
eval,0.527210884353746,male,0.0418336734693877,1_1_1_1_1,5,1
eval,0.6557823129251683,all,0.037354557823129,1_1_1_1_1,5,1
eval,0.26,female,0.0127795918367342,5_5_5_5_5,5,5
eval,0.0933333333333333,male,0.0050891156462584,5_5_5_5_5,5,5
eval,0.4435374149659887,all,0.0296078911564619,5_5_5_5_5,5,5
eval,1.3197278911564636,female,0.0625374149659864,4_4_4_4_4,5,4
eval,0.4693877551020353,male,0.019459183673469,4_4_4_4_4,5,4
eval,0.6813333333333333,all,0.0371714285714291,4_4_4_4_4,5,4
eval,0.0,female,0.0,3_3_3_3_3,5,3
eval,0.4183333333333333,male,0.0287200680272099,3_3_3_3_3,5,3
eval,0.3506666666666667,all,0.02274993197279,3_3_3_3_3,5,3
eval,0.1224489795918382,female,0.0061646258503399,6_6_6_6_6,5,6
eval,0.1802721088435377,male,0.0128170068027203,6_6_6_6_6,5,6
