phase,eer,gender,minDCF,text,loop,word
eval,6.1,female,0.3755061224489801,0,1,0
eval,6.894557823129254,male,0.3565010204081639,0,1,0
eval,7.725333333333332,all,0.4461414965986396,0,1,0
eval,6.453333333333333,female,0.3025591836734685,3,1,3
eval,8.670068027210887,male,0.4013996598639447,3,1,3
eval,8.265333333333333,all,0.3863972789115644,3,1,3
eval,5.28,female,0.287602721088435,6,1,6
eval,7.47959183673469,male,0.4988863945578223,6,1,6
eval,7.257333333333333,all,0.4579455782312919,6,1,6
eval,10.413333333333332,female,0.4964163265306129,1,1,1
eval,7.734693877551024,male,0.4722877551020399,1,1,1
eval,8.512,all,0.5251368707482985,1,1,1
eval,9.866666666666667,female,0.5041428571428566,5,1,5
eval,6.1033333333333335,male,0.3421479591836727,5,1,5
eval,7.219047619047614,all,0.4643164625850335,5,1,5
eval,7.813333333333333,female,0.3925238095238102,9,1,9
eval,6.180272108843532,male,0.3637996598639463,9,1,9
eval,6.864000000000001,all,0.4290429931972779,9,1,9
eval,7.795918367346943,female,0.2991210884353736,2,1,2
eval,10.26,male,0.535282312925169,2,1,2
eval,9.652,all,0.486376326530612,2,1,2
eval,10.612244897959188,female,0.6712829931972794,4,1,4
eval,8.596666666666666,male,0.4211149659863947,4,1,4
eval,9.014965986394564,all,0.5355387755102033,4,1,4
eval,4.217687074829934,female,0.247081632653062,7,1,7
eval,8.163265306122447,male,0.4116020408163263,7,1,7
eval,8.114285714285717,all,0.3959322448979582,7,1,7
eval,6.013605442176873,female,0.3470204081632653,8,1,8
eval,8.860544217687071,male,0.460670408163266,8,1,8
eval,8.6,all,0.4552179591836739,8,1,8
eval,2.204081632653065,female,0.1826285714285719,9_9,2,9
eval,2.2333333333333334,male,0.1372023809523808,9_9,2,9
eval,2.4979591836734705,all,0.1713817687074821,9_9,2,9
eval,0.6530612244897926,female,0.04711156462585,6_6,2,6
eval,2.1802721088435395,male,0.1590428571428562,6_6,2,6
eval,2.0326530612244875,all,0.1352160544217691,6_6,2,6
eval,1.0533333333333337,female,0.0526571428571431,7_7,2,7
eval,2.306666666666666,male,0.1311928571428579,7_7,2,7
eval,2.564,all,0.1241619047619049,7_7,2,7
eval,1.2733333333333332,female,0.0607877551020416,3_3,2,3
eval,3.663265306122454,male,0.1969965986394561,3_3,2,3
eval,3.264,all,0.1716650340136045,3_3,2,3
eval,1.7142857142857126,female,0.0880775510204086,8_8,2,8
eval,2.768333333333333,male,0.2041353741496607,8_8,2,8
eval,2.542666666666667,all,0.1811978231292525,8_8,2,8
eval,2.286666666666666,female,0.1550911564625847,1_1,2,1
eval,3.235,male,0.1925993197278911,1_1,2,1
eval,3.8866666666666663,all,0.2441349659863937,1_1,2,1
eval,3.1133333333333333,female,0.172862585034013,2_2,2,2
eval,4.13265306122449,male,0.2150503401360548,2_2,2,2
eval,3.9066666666666663,all,0.2066266666666671,2_2,2,2
eval,8.394557823129256,female,0.4642326530612237,4_4,2,4
eval,2.513605442176869,male,0.151117346938775,4_4,2,4
eval,3.788,all,0.3110903401360551,4_4,2,4
eval,4.231292517006802,female,0.2415877551020413,5_5,2,5
eval,2.037414965986395,male,0.12567074829932,5_5,2,5
eval,2.522666666666667,all,0.1830604081632662,5_5,2,5
eval,2.380952380952384,female,0.1198585034013604,0_0,2,0
eval,2.305,male,0.1729724489795909,0_0,2,0
eval,2.7129251700680257,all,0.1765140136054428,0_0,2,0
eval,0.5066666666666666,female,0.0206190476190469,9_9_9,3,9
eval,1.2176870748299318,male,0.0723166666666659,9_9_9,3,9
eval,1.1755102040816312,all,0.0661912925170058,9_9_9,3,9
eval,2.046666666666667,female,0.1284435374149665,0_0_0,3,0
eval,0.615,male,0.0347710884353735,0_0_0,3,0
eval,1.4775510204081632,all,0.1159161904761894,0_0_0,3,0
eval,1.387755102040822,female,0.0658775510204074,2_2_2,3,2
eval,1.6666666666666718,male,0.088101360544217,2_2_2,3,2
eval,1.5973333333333333,all,0.0806549659863952,2_2_2,3,2
eval,0.3673469387755146,female,0.0185360544217681,6_6_6,3,6
eval,1.731666666666667,male,0.1082676870748307,6_6_6,3,6
eval,1.5374149659863945,all,0.0904865306122451,6_6_6,3,6
eval,2.2585034013605454,female,0.141485714285714,1_1_1,3,1
eval,1.4115646258503367,male,0.1167414965986394,1_1_1,3,1
eval,1.823129251700684,all,0.1395102040816334,1_1_1,3,1
eval,0.6533333333333333,female,0.0245551020408173,3_3_3,3,3
eval,0.7333333333333333,male,0.0498809523809527,3_3_3,3,3
eval,0.7646258503401393,all,0.0433145578231295,3_3_3,3,3
eval,0.5714285714285672,female,0.0341020408163265,7_7_7,3,7
eval,0.7619047619047636,male,0.0467047619047622,7_7_7,3,7
eval,0.9346666666666666,all,0.0501912925170058,7_7_7,3,7
eval,1.4965986394557818,female,0.0948761904761906,5_5_5,3,5
eval,0.5616666666666666,male,0.0353455782312933,5_5_5,3,5
eval,0.792,all,0.0621254421768701,5_5_5,3,5
eval,4.544217687074825,female,0.3154367346938767,4_4_4,3,4
eval,1.5136054421768683,male,0.0953377551020414,4_4_4,3,4
eval,2.236734693877551,all,0.198385034013605,4_4_4,3,4
eval,0.7074829931972837,female,0.039112925170069,8_8_8,3,8
eval,1.255,male,0.0668619047619049,8_8_8,3,8
eval,1.132,all,0.059334149659863,8_8_8,3,8
eval,0.5333333333333333,female,0.0259768707482989,2_2_2_2,4,2
eval,0.4966666666666667,male,0.0338537414965975,2_2_2_2,4,2
eval,0.4979591836734687,all,0.0331989115646268,2_2_2_2,4,2
eval,0.5986394557823127,female,0.0252448979591829,9_9_9_9,4,9
eval,0.4533333333333333,male,0.0241377551020402,9_9_9_9,4,9
eval,0.5523809523809486,all,0.0331012244897961,9_9_9_9,4,9
eval,0.0136054421768672,female,0.0002721088435374,7_7_7_7,4,7
eval,0.3231292517006823,male,0.0226680272108835,7_7_7_7,4,7
eval,0.2893333333333333,all,0.0182160544217684,7_7_7_7,4,7
eval,0.1224489795918382,female,0.0062489795918363,3_3_3_3,4,3
eval,1.0266666666666666,male,0.0581037414965981,3_3_3_3,4,3
eval,0.9877551020408216,all,0.0483458503401365,3_3_3_3,4,3
eval,0.3466666666666667,female,0.0143278911564624,0_0_0_0,4,0
eval,0.9433333333333334,male,0.0661068027210893,0_0_0_0,4,0
eval,1.0176870748299316,all,0.0688193197278905,0_0_0_0,4,0
eval,0.9115646258503364,female,0.0469523809523816,5_5_5_5,4,5
eval,0.3163265306122431,male,0.0130880952380949,5_5_5_5,4,5
eval,0.7813333333333333,all,0.0818005442176874,5_5_5_5,4,5
