phase,eer,gender,minDCF,text,loop,word
eval,9.941520467836256,male,0.3157894736842105,0,1,0
eval,8.333333333333337,male,0.3555555555555555,3,1,3
eval,8.333333333333337,male,0.4388888888888885,6,1,6
eval,6.111111111111112,male,0.1388888888888889,1,1,1
eval,11.111111111111116,male,0.3916666666666664,5,1,5
eval,6.111111111111112,male,0.2222222222222222,9,1,9
eval,8.61111111111111,male,0.3416666666666664,2,1,2
eval,15.555555555555555,male,0.3111111111111111,4,1,4
eval,7.777777777777772,male,0.347222222222222,7,1,7
eval,13.33333333333333,male,0.3444444444444444,8,1,8
eval,1.6666666666666718,male,0.1888888888888885,9_9,2,9
eval,11.944444444444445,male,0.3833333333333333,6_6,2,6
eval,3.055555555555556,male,0.2305555555555549,7_7,2,7
eval,3.888888888888889,male,0.3027777777777776,3_3,2,3
eval,7.222222222222219,male,0.247222222222222,8_8,2,8
eval,2.7777777777777777,male,0.0611111111111111,1_1,2,1
eval,3.3333333333333326,male,0.1638888888888887,2_2,2,2
eval,5.833333333333333,male,0.2777777777777778,4_4,2,4
eval,6.666666666666667,male,0.3444444444444444,5_5,2,5
eval,4.444444444444439,male,0.1888888888888885,0_0,2,0
eval,1.1111111111111072,male,0.0166666666666666,9_9_9,3,9
eval,2.7777777777777777,male,0.3694444444444442,0_0_0,3,0
eval,2.777777777777779,male,0.1,2_2_2,3,2
eval,2.777777777777779,male,0.3527777777777775,6_6_6,3,6
eval,1.1111111111111072,male,0.0111111111111111,1_1_1,3,1
eval,5.555555555555558,male,0.3333333333333333,3_3_3,3,3
eval,3.3333333333333326,male,0.1611111111111111,7_7_7,3,7
eval,2.7777777777777777,male,0.197222222222222,5_5_5,3,5
eval,7.602339181286549,male,0.239766081871345,4_4_4,3,4
eval,5.555555555555558,male,0.1388888888888889,8_8_8,3,8
eval,13.333333333333334,male,0.4222222222222222,2_2_2_2,4,2
eval,3.333333333333333,male,0.1416666666666664,9_9_9_9,4,9
eval,1.7543859649122862,male,0.087719298245614,7_7_7_7,4,7
eval,11.66666666666667,male,0.3833333333333333,3_3_3_3,4,3
eval,3.055555555555556,male,0.1777777777777774,0_0_0_0,4,0
eval,1.1111111111111112,male,0.0277777777777777,5_5_5_5,4,5
eval,2.222222222222225,male,0.1388888888888885,6_6_6_6,4,6
eval,5.521472392638039,male,0.2760736196319018,8_8_8_8,4,8
eval,2.5,male,0.1,1_1_1_1,4,1
eval,5.000000000000004,male,0.2611111111111111,4_4_4_4,4,4
eval,2.222222222222225,male,0.0666666666666666,1_1_1_1_1,5,1
eval,7.222222222222221,male,0.4055555555555551,5_5_5_5_5,5,5
eval,5.555555555555558,male,0.3611111111111107,4_4_4_4_4,5,4
eval,8.888888888888891,male,0.3611111111111111,3_3_3_3_3,5,3
eval,1.6666666666666718,male,0.2194444444444438,6_6_6_6_6,5,6
eval,3.888888888888889,male,0.3305555555555549,2_2_2_2_2,5,2
eval,3.888888888888886,male,0.1583333333333331,8_8_8_8_8,5,8
eval,1.6666666666666718,male,0.0666666666666666,7_7_7_7_7,5,7
eval,3.055555555555556,male,0.1999999999999996,0_0_0_0_0,5,0
eval,4.804804804804808,male,0.2762762762762762,9_9_9_9_9,5,9
